C01001,C01003,C01005,C01007,C01009,C01011,C01013,C01015,C01017,C01019,C01021,C01023,C01025,C01027,C01029,C01031,C01033,C01035,C01037,C01039,C01041,C01043,C01045,C01047,C01049,C01051,C01053,C01055,C01059,C01061,C01063,C01065,C01067,C01069,C01071,C01073,C01075,C01077,C01079,C01081,C01083,C01085,C01087,C01089,C01091,C01095,C01097,C01099,C01101,C01103,C01105,C01107,C01109,C01111,C01113,C01115,C01117,C01119,C01121,C01123,C01125,C01127,C01129,C01131,C01133,C01057,C01093
272.8173686,256.5921963,243.8774367,268.6642582,290.768516,238.940055,258.3233637,264.8458043,264.3515006,239.4950353,259.7325649,302.0447934,292.3526213,245.6241334,258.3618542,279.4368758,259.5044773,247.5027379,255.8064688,292.130007,277.3397807,263.0407217,222.2086096,273.7387548,253.6949574,264.9617413,252.6404081,261.8353641,231.5300582,273.111768,254.233597,258.2282687,312.6038224,234.8118468,246.1042427,251.9830033,248.601545,267.9947917,269.5136095,275.1554418,242.6250537,265.4354109,276.826189,257.393719,268.1796185,248.6986266,258.022041,220.760846,264.896588,231.4529574,298.6774784,302.1054413,258.8012975,271.4279787,265.0002205,271.0637794,256.9103884,276.5590825,250.2241536,278.3205171,246.5323477,254.6329258,268.0534052,239.9081725,251.5466402,259.1033107,276.8803734
264.9858471,253.3953994,264.5647722,271.0212944,257.9696939,287.9399929,260.6263156,294.525879,253.9093352,298.5570167,268.1236946,272.9657296,256.6186965,292.6192408,264.9813825,251.0179577,241.1463729,227.8907779,276.5562941,291.8292467,255.1629815,286.6080302,254.5278088,253.0907333,273.9790268,261.5586303,261.6533502,255.8476276,251.6267821,255.0208286,258.4472565,264.4865705,251.106613,267.9874401,264.3984374,267.0403797,262.2138693,290.1379287,238.9283998,260.4730682,277.8264016,250.2604438,245.9566939,270.0572569,281.6536887,253.0372706,281.6061379,254.3139978,267.2707456,283.4733946,243.4968781,252.9418657,261.8159862,300.8413043,259.8248488,208.6114335,230.5396772,271.634731,231.4457353,264.2585741,287.3169232,232.3906427,238.915311,289.0433297,277.1389382,266.3358603,278.5104811
249.5447474,233.881781,265.7562169,248.6680937,253.678374,273.4635511,292.9232253,245.9563661,263.2641514,257.7729964,279.9060882,252.2306194,257.7139367,284.8494499,285.2993146,248.0382732,286.0544387,260.9187441,280.9322241,278.6432285,278.2073974,257.3704162,237.16436,273.5685144,278.6365674,251.1438478,295.1030382,274.0698327,301.1651459,268.3418725,267.1377092,300.6768876,268.0956599,256.1047687,271.5481314,249.8046184,255.572638,271.227451,260.465483,288.5795928,281.4237984,234.830826,281.3655852,268.8865651,286.3403333,310.8952848,258.295697,241.5681914,270.5697616,310.2569475,235.2259543,263.2632552,250.6997884,277.678545,264.8596089,235.3724066,272.0424321,278.5968745,257.6823566,249.3301783,272.5738224,212.1778849,242.0540031,267.0692778,231.4823668,248.715812,240.2130377
233.8849079,281.2131027,287.3880481,261.3899917,268.8948281,242.2678242,269.9234405,249.8718949,263.8973463,296.8965223,264.767566,286.0521051,257.9078758,268.0709922,273.9803278,244.0632525,280.9692707,253.2948176,236.2934545,289.591418,258.0752058,255.9375677,254.9114822,243.0941169,272.066669,259.7110675,258.2919068,269.2671872,282.1041324,291.1429636,245.1431108,275.7476993,308.78739,257.5341608,246.143656,256.8219037,213.0791573,244.031826,271.398459,254.9724023,264.9136453,269.7454188,275.3263312,297.1495696,213.5152739,206.0760511,227.9539162,259.8447522,260.9301851,245.1701793,260.0664663,258.9348855,243.4465303,267.1010127,258.8843688,230.3553331,289.804102,261.7963732,301.319617,274.7305858,214.091167,276.6547033,253.3486887,261.8781718,280.2959194,219.5337957,249.495971
241.3723212,260.466704,262.1089382,291.873108,261.8378143,299.9184259,242.1135817,277.798734,270.4531066,264.5068338,235.0091164,263.2903257,245.5892563,270.422579,245.8483185,275.1641043,247.7440902,301.6144072,263.0859548,240.8429529,248.6508102,260.8423181,280.0498563,266.0145544,264.4060747,288.3222454,266.1170593,286.1544121,235.8875003,284.7943068,252.3983299,292.6444268,236.9755461,287.1454732,265.8310654,245.2403812,264.5682358,284.4631489,247.7531531,233.8241608,248.1576485,262.2503685,265.7636552,297.1301219,281.2188437,283.6482998,237.3378884,264.2704023,256.3386346,246.8612234,263.8764191,274.5212534,254.6929484,241.3947365,244.2803496,266.7784532,248.1595535,246.9856852,275.7020957,282.1890856,269.5774566,296.1278003,283.2213037,235.4420198,278.5829007,246.7959137,287.2797146
271.05053,278.5973877,266.251095,253.333373,245.3838666,261.254169,258.5989401,269.855019,281.8157616,247.5956819,242.1370529,263.2107438,272.7993315,291.9076496,295.3903532,247.9939904,262.9273248,262.3186622,239.9560566,270.3484979,293.0458047,255.818466,287.4396965,228.1669573,236.5556591,248.3316117,287.3958969,254.6739627,288.3869562,299.5550162,259.5793145,267.4302599,259.1636463,239.7494224,276.4439501,258.7656305,252.2175393,256.2187428,246.2617039,268.0792942,265.5654936,247.3882364,275.2492293,240.4365767,315.8237257,273.7464962,243.3578667,251.8713998,271.3462095,256.3924851,251.2163345,245.3654861,282.1880879,304.8731876,240.3255598,314.351305,264.4236133,236.8794173,256.5325405,264.8866473,284.1717675,284.6109982,282.0635348,251.513251,268.6746565,255.4546138,248.9068028
262.3436496,258.6273083,245.7279867,254.3510425,295.4983581,231.9738812,270.8044259,234.3787292,251.0632164,234.1065192,251.8325353,274.2729825,286.8773283,253.2341831,268.3032005,251.4772566,278.391986,226.944091,285.7602803,260.8419242,268.9687486,271.936726,271.2384238,255.6392376,243.792199,273.2940429,286.5369051,264.3864241,252.8094428,286.8468202,245.388571,240.184497,277.0394814,277.4492854,287.4248854,252.6864623,259.3069589,262.8331953,242.0644521,278.5893254,296.2865146,265.1196867,283.4418851,234.7198764,268.2372724,273.0135234,245.9085108,246.1930333,288.3072258,252.7890985,268.232715,244.0968791,294.7385887,263.3678498,276.1463185,283.1056269,261.4594784,266.2163495,297.0707052,328.4352343,259.7842652,271.2045348,274.6256389,265.0132416,262.1728346,261.716017,289.7745754
262.2952239,285.2214909,260.2585015,297.3369129,276.2682768,274.7094422,261.6551512,261.023356,289.4673532,269.151073,226.2217725,274.5717156,288.8829352,266.3965716,273.0814019,262.4104842,242.6566141,246.4401258,265.9113146,288.3457489,261.2838693,266.8838942,278.0859478,269.9950621,239.4316071,244.4828193,272.3031967,254.9923127,264.0275475,257.0916717,273.2784105,267.4326996,296.1684134,216.9218399,276.3802159,243.4024806,273.0982627,254.7565239,271.0252141,269.3951968,289.2153268,243.0656212,290.5213,264.8124304,269.4446292,213.0988443,245.7535843,272.5242607,246.1458515,257.5528548,261.6581063,265.2105605,257.4033566,254.1969931,267.4365809,251.7974683,221.6694544,253.1400801,266.1764591,247.9436727,222.5006445,279.3859025,250.407123,254.4926769,280.5091815,282.9074334,267.7439904
245.3659928,294.0912673,275.7610755,242.5611142,286.9619282,230.7848116,277.6093696,296.7661628,265.1823905,269.7025235,241.1400334,272.6904276,212.1248943,266.882881,269.1385164,231.0917931,285.8172534,248.3989966,290.0680493,255.6648759,282.5890254,265.7916846,259.151758,259.1978264,249.5727905,252.2234344,251.4726292,269.8702492,252.0439376,237.4513704,269.6984936,276.0140067,272.9729457,263.1433208,253.1618413,257.3823884,273.6900759,287.9016545,291.694948,284.2600114,209.5173212,285.7829069,278.7583506,277.4501528,275.6640932,288.4509232,234.0409059,276.1202894,264.1163322,268.5309927,251.4891915,292.0221222,266.2043446,248.7278817,254.785724,288.6140625,289.9939851,252.5729793,280.1101076,231.3367606,264.1540917,268.1961568,225.4822651,302.7070192,238.2293186,267.6865697,268.3368923
283.676714,290.7946203,271.0762839,254.3633404,231.8678249,252.5988536,246.2529326,268.3494029,282.2614429,248.8871331,263.1546528,246.7737678,290.5601426,286.055268,255.8933736,283.7892591,284.103951,257.0005207,259.7138008,276.154259,261.0506415,254.6895996,272.9936323,325.8173387,264.5744881,273.6918503,235.511565,242.9318358,266.9236038,243.6159931,301.3087684,248.3350912,239.3577212,277.2239349,263.6792431,267.7765765,285.4263644,249.3730616,250.8508173,266.7092786,268.2496229,276.5406811,282.330704,297.5564367,290.3648149,224.4129136,243.2133325,269.6581556,278.9014914,273.130491,245.4536933,262.296294,260.6344897,272.2497921,215.2888333,270.1285634,256.6082426,280.8087436,266.3542622,245.0579983,258.4039437,283.2318932,263.5880144,252.2252779,286.2569787,275.5081472,263.8862442
267.5260244,272.6869188,256.6488088,269.1089255,230.3558227,238.0875177,223.2712789,262.8455976,246.3456434,227.1522338,273.9630414,268.2696231,270.3464803,269.8562463,269.4951488,296.0373375,258.975983,239.6113728,264.9661965,226.4955423,263.4502276,281.3765022,259.245875,269.3697285,254.8049407,252.8505445,278.9180877,268.6933331,254.864411,245.7865536,282.6556827,253.5275297,294.3318603,260.3767006,251.4957163,258.8105281,270.8475139,257.7437146,292.6387513,245.3346829,266.2252846,263.7654924,230.9706465,260.9517719,264.3900554,253.788229,264.3333579,279.8048349,265.6294699,275.5556543,268.5903064,242.0181507,270.3997872,236.5908093,261.2929536,287.2682709,264.3385686,265.6369931,284.7531797,267.5289402,263.8245151,264.6316465,292.1926313,259.6362059,278.3032,305.221846,272.7813295
275.9265251,253.6143623,286.0252396,267.7189603,263.3880027,257.1060615,255.9958689,247.7566388,245.2568383,320.1725556,272.9465782,246.5434098,253.1008716,295.5847216,288.5275346,257.9072866,294.5101769,246.8999535,284.3811023,279.8546674,274.69992,283.3341849,263.7654256,297.9675414,280.7208179,257.7905913,294.1482762,258.9223401,239.1866899,297.235058,263.9825576,248.7028815,275.8663841,256.2265359,245.082289,246.3537837,268.1270981,255.9079634,241.5928646,254.3867771,241.7044889,268.5844087,291.7332777,272.9713427,258.6418539,214.4295959,247.6804879,267.3140127,276.6487606,269.863602,256.7968084,269.5177357,255.7349587,252.0380722,234.2950961,263.0578194,236.5563365,268.4119599,248.5869101,272.4014785,261.8229781,272.0775713,266.2377218,268.6450631,274.9202995,246.7793318,280.3807606
229.0925621,264.7887186,286.5461327,263.621154,257.4892376,255.9073033,249.480692,278.44607,247.9140188,287.0088159,290.4152834,243.8954654,285.1026791,285.4161912,236.564795,293.0867337,242.3928419,276.595658,270.3773702,277.4723665,265.8147604,231.1240787,289.3305318,262.0354612,283.2326682,259.9321536,311.9468055,266.5364158,288.9108947,268.4566801,237.5355987,249.5470791,268.3552924,277.6089155,246.9353301,265.349179,257.0496647,269.609214,283.133508,263.9698165,323.8349867,261.2232934,247.0371211,286.1062797,302.7563445,276.6323311,243.9053181,280.3154466,265.2004012,260.8270211,273.9599578,277.6145153,241.8923276,287.048392,306.1199322,257.5473274,259.6341778,258.8499953,250.0808491,259.647348,248.3072882,254.8912236,250.1815205,232.3489248,263.5300334,288.4353457,247.212009
254.0593172,301.6177898,279.0569075,253.0209607,244.6115431,245.3542864,233.4022693,255.020566,256.2264828,253.9293626,258.3865807,268.8389939,259.7923251,266.0339873,255.4324928,271.3221259,282.3876484,272.3178402,263.7352459,271.2465467,270.5263688,241.5397463,243.3209945,256.5913056,264.3033989,254.7554427,263.0382564,248.0174807,237.7875391,280.9157988,235.9436017,294.2221784,229.4093386,230.5921576,241.9416858,236.5966232,265.0374522,263.5852148,293.2250991,241.8697727,237.8932895,236.5906403,251.6109429,294.3044271,276.6965046,271.5585712,286.3792966,290.5412732,263.0930219,270.3593228,280.1650056,298.2644261,273.6016668,267.3968879,264.1796785,245.0137671,238.4814946,253.4249428,256.2165186,275.1941697,232.0983193,250.7277895,271.6495688,275.0148726,234.4649362,260.0429828,256.8156627
261.973221,239.891652,288.8573047,286.4761701,286.7255519,234.8604448,260.8846715,274.8177348,287.0928612,265.5231837,258.3194474,278.6503214,296.4540238,266.4686537,261.3627953,249.2288445,273.0234864,267.4140093,262.774921,275.4965757,261.1420799,271.5052975,247.1324922,240.2422382,275.0990203,230.7989068,257.2587428,298.1255609,297.4712886,242.3028041,256.2416053,270.2303221,280.6532001,252.1043654,252.5792928,239.848998,296.0724552,237.8991235,272.765674,271.2048684,239.0634931,256.4964095,264.8792027,255.2889646,284.5214291,221.0048182,274.4026341,281.4219917,298.1977755,259.3052953,284.8664053,246.5220652,278.0551842,288.2025197,268.279438,267.5559202,246.4378848,277.3252904,266.0935188,264.2100847,259.2312384,228.4147643,311.0758615,261.1357667,230.2071367,289.1023416,260.7446734
268.187809,281.9989782,254.7646939,265.1773445,260.872886,273.0338211,247.0317717,253.5175249,271.6520318,251.2899936,271.5896626,240.1195429,298.1526672,249.3502446,278.4938031,299.1403689,251.5707886,253.3425143,262.2461944,252.0583246,231.7918494,265.1859136,288.1423971,262.6501527,262.2624391,265.4817153,287.1370369,288.9172579,292.3081406,270.2641806,295.8219339,273.2914247,232.7077096,269.0328097,235.1153403,268.7635392,290.0909217,258.5097829,270.2074687,251.4537122,283.9769435,270.9279987,284.233838,262.7514732,242.2939403,249.4083685,292.0051746,275.9105811,258.7584156,253.4155595,247.9213633,283.1531433,259.9359373,235.3522453,308.49996,280.0038521,242.3732019,260.4023437,277.1000759,271.8831961,244.8885233,279.3004645,265.9981209,287.0923249,252.8538597,287.707861,271.1666514
294.9330947,264.1898897,281.2272934,276.4823458,278.4297798,250.7783639,288.8449649,266.4829911,311.3552612,270.3201095,245.9193083,238.4070133,248.190647,260.7945967,244.2891607,258.1322151,271.8940037,260.7065578,291.7886636,270.6196206,262.8311444,247.4432448,261.2250819,248.4387882,268.2049786,268.263625,281.5478392,275.8282381,224.7286446,254.1246483,253.440637,249.6715354,230.9591548,261.0695533,236.1777208,242.0678901,282.9942637,239.9114328,287.8054916,289.2780755,242.3827403,276.7523735,297.895484,244.2147624,242.3515467,249.8012939,267.6388761,280.4347697,264.2039256,252.5834902,251.4458967,271.9831912,260.3865751,265.2693948,291.0549363,270.3553006,266.8002803,275.7891457,252.6529015,266.3584163,254.8749793,252.4131553,273.0111759,264.6968082,244.2658201,240.5736035,264.3932895
241.4222957,298.2292125,290.357963,260.0708113,275.1930192,252.7809719,257.3600582,259.1968875,268.452704,230.3749717,250.1751337,236.9681218,252.6515054,263.0180814,252.7957402,283.2189498,232.1406919,270.2538759,284.3831219,268.7821678,274.4767088,272.1686835,235.0743303,269.1887375,264.6971664,272.8840022,286.7588121,250.9973576,269.1764212,256.3344201,230.4103982,263.4937275,242.4574733,255.6234888,249.3791672,239.8463876,269.7792853,295.0696022,265.4372105,244.7178594,267.6101667,286.2849374,232.859585,246.9987233,233.8246169,269.9435593,247.5039307,266.7345486,243.9814002,269.5036136,248.1516419,253.3569925,281.418497,270.9592353,244.3749261,251.7454539,238.802714,297.140925,307.1216031,306.7625549,270.4928998,260.3142603,289.9618184,261.7160275,253.5898789,250.6594541,220.9657024
280.4697822,259.2726457,250.2348753,283.0063457,243.0715468,283.3543518,243.2793004,261.1241127,265.9805998,253.09743,304.3371489,249.2471588,279.9299028,281.7841566,256.4817938,251.228187,270.2464565,233.368772,266.0879306,256.5993485,268.9753502,237.0123253,271.3081185,273.0751785,274.7513477,262.6241121,241.212745,287.2830402,222.6970268,270.91842,255.7376835,240.0269221,264.9408404,293.7653683,280.6445481,283.8690624,231.0415533,243.5240755,241.0504615,265.3463225,267.7760487,273.5862609,229.5313568,292.1388063,263.8346566,220.2205279,281.4678673,257.6517107,265.0126454,262.7574854,251.7715245,237.1105984,283.5950898,270.8149971,236.9130975,252.7519856,245.0389227,255.5525357,240.3599925,266.860051,265.3829363,253.2892767,265.3158861,251.8471137,260.0664772,260.6156414,256.9040812
255.1682636,276.4508307,273.5320464,284.1453375,259.2414705,257.2410643,251.6389462,205.6817077,292.5229655,279.1426374,242.8406175,256.416087,266.8937732,280.64653,292.3630279,260.8602,247.3389818,269.4497778,282.1398458,254.1554859,253.5667252,268.4146038,234.8206663,282.6249254,300.3101502,211.6921226,222.9566917,265.2411297,279.8368184,257.2431362,250.3121143,289.5787471,249.8149377,279.1533706,238.5622644,243.4587613,235.1909504,270.4109282,260.3495049,271.4945821,271.8608346,233.2362343,274.057464,258.9176969,316.2171639,248.3214944,261.57847,265.6284943,265.6957611,294.5792161,251.1108673,292.9426803,288.6406852,294.6918044,234.4973804,245.2775485,257.1524078,275.8500519,263.7140877,280.3349663,305.3624965,250.781828,260.1473294,213.3229739,269.9510662,265.0364614,300.4816564
280.8762787,258.8240346,280.7730111,282.5653233,246.4591862,270.9573266,257.1958363,254.8404369,254.1755234,270.2202449,296.5560984,276.4749235,269.1458398,263.4792379,235.9594262,277.3646429,235.1119503,260.8805898,244.2750734,310.0573216,313.9430504,289.7927807,302.795573,273.9065652,276.1376789,247.148521,286.6677316,271.2161704,277.7701947,254.8143857,267.5588121,241.5077599,232.828471,232.4297099,243.9492369,268.3417571,262.2828735,251.4607081,288.7107959,284.1350922,275.1681159,287.3454302,238.5960094,277.4021042,270.5962342,235.2377925,278.560483,239.785577,263.8480135,264.6236203,272.0082121,267.1048225,251.6249652,284.7675694,272.4375616,260.9770448,292.1420817,254.153166,224.7510169,236.9996366,253.432872,260.1322655,243.1278916,267.3898767,277.0518578,239.4827751,263.3214947
247.5229024,230.1361878,284.1609233,239.5760254,262.8689722,262.6197541,253.9207402,281.3878061,242.2203585,245.8424232,263.8741315,245.0203366,301.1584627,234.0951949,234.5878084,228.5444983,237.6118347,253.3872473,258.0394489,312.4380164,264.5075334,284.4799255,238.3587483,295.9986565,249.503315,246.0624141,231.4030264,268.8205096,244.9118015,251.4987228,285.9439976,287.2608693,231.4452972,246.3263871,253.7827059,260.4429964,285.1568281,237.300142,259.91896,254.186674,251.935135,280.3478801,260.9015458,268.0696097,221.9865464,243.17209,232.1261098,236.5325071,281.0273506,260.1673658,267.4053446,254.1340722,242.4159713,283.1034909,250.8858992,253.1783549,261.3433331,267.4635814,283.9132218,266.0501246,247.8143089,249.6552476,243.7313444,269.4378271,244.9958224,285.124898,238.0081339
243.8345174,228.7140355,238.2950354,237.874915,262.485763,284.9621805,244.5684324,245.520804,225.3811567,265.8471849,245.6920934,291.8939145,284.7820101,268.6024809,225.2316649,268.212371,270.2113164,275.6680633,263.4398455,272.2069182,277.3467429,252.7370793,235.3824361,267.4993924,243.9006066,246.7888123,262.5726309,252.1327825,254.9231716,267.3300595,282.1648785,254.561217,277.0746569,265.1931677,278.4779729,295.1777756,307.5772877,239.2741864,284.257579,275.1166274,258.9485648,256.4054722,261.3683936,276.1135594,282.920205,297.2982918,212.142275,275.4867258,264.5493077,264.1540618,284.7765494,225.8350891,237.1583961,270.8971536,268.073969,250.161693,258.3121012,248.7486343,291.8070803,287.6969291,288.8614075,282.5718684,219.0394291,296.1090892,291.5791487,255.0986004,305.6916319
281.3954295,230.6177199,234.683388,249.0983814,269.21334,273.0265626,254.4131936,280.6484027,250.1780498,268.3224234,254.1545565,284.2989453,272.5953148,274.1062265,250.794455,242.1801073,242.0816247,265.1804235,255.8627932,287.1635824,270.9204482,245.2476171,252.8966059,285.0483053,267.407837,203.1656423,251.6008664,269.2404612,267.0904724,257.9230417,261.9194759,265.8871702,246.3320811,274.4486443,298.8711891,261.3254563,269.058967,239.3605878,259.1824227,254.4010569,244.7326242,268.1909031,224.4621114,263.3363094,266.2582236,257.5657086,228.5133738,276.7343779,293.9794122,219.3937517,264.3406097,275.4965508,263.0867248,269.2780257,272.7220587,275.2160091,251.2940879,270.5440757,256.4016445,285.3627453,257.0709095,222.3278155,285.5251241,260.1012449,286.8136474,272.2450649,239.7069313
